,total_length,total_length,total_length,total_length,total_length,total_length,total_length,total_length,number,number,number,number,number,number,number,number,mean_length,mean_length,mean_length,mean_length,mean_length,mean_length,mean_length,mean_length,longest,longest,longest,longest,longest,longest,longest,longest,shortest,shortest,shortest,shortest,shortest,shortest,shortest,shortest,N_count,N_count,N_count,N_count,N_count,N_count,N_count,N_count,Gaps,Gaps,Gaps,Gaps,Gaps,Gaps,Gaps,Gaps,N50,N50,N50,N50,N50,N50,N50,N50,N50n,N50n,N50n,N50n,N50n,N50n,N50n,N50n,N70,N70,N70,N70,N70,N70,N70,N70,N70n,N70n,N70n,N70n,N70n,N70n,N70n,N70n,N90,N90,N90,N90,N90,N90,N90,N90,N90n,N90n,N90n,N90n,N90n,N90n,N90n,N90n
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
pmultocida#1,272.0,2333067.319852941,73558.09338411994,2079121.0,2281124.0,2326478.5,2377560.75,2699012.0,272.0,31.915441176470587,48.588605680948156,1.0,1.0,25.0,34.0,350.0,272.0,783055.1199264706,1024713.8883112681,6497.39,68855.5775,93126.94,2271136.75,2699012.0,272.0,1102607.2647058824,881872.1135817901,45703.0,499109.25,595124.0,2277198.0,2699012.0,272.0,688904.8529411765,1065082.8536475983,201.0,502.0,1070.0,2271136.75,2699012.0,272.0,1175.735294117647,11735.414736143892,0.0,0.0,0.0,299.75,189984.0,272.0,1.9816176470588236,6.626266665301618,0.0,0.0,0.0,1.25,58.0,272.0,936797.7830882353,996742.4396872461,12488.0,190807.5,289467.0,2277198.0,2699012.0,272.0,4.073529411764706,6.813956107093005,1.0,1.0,3.0,4.0,56.0,272.0,875261.6323529412,1036603.7202448939,7591.0,116972.0,183813.5,2277198.0,2699012.0,272.0,6.819852941176471,12.219120699927672,1.0,1.0,5.0,7.0,102.0,272.0,811045.3088235294,1067216.5537197161,3388.0,48630.0,88108.5,2277198.0,2699012.0,272.0,12.022058823529411,22.27966057754026,1.0,1.0,9.0,13.0,186.0
ppentosaceus,69.0,1847942.8985507246,86148.15796486629,1707614.0,1774865.0,1832387.0,1912226.0,2027874.0,69.0,20.08695652173913,19.4102301183701,1.0,3.0,15.0,28.0,91.0,69.0,420170.70666666667,585514.5379085874,19806.33,67792.04,121822.53,614921.33,1832387.0,69.0,870067.536231884,636205.640489276,183723.0,435252.0,493039.0,1739283.0,1906512.0,69.0,238572.34782608695,598902.2266193968,200.0,255.0,397.0,23645.0,1832387.0,69.0,407.2028985507246,2701.8336452235662,0.0,0.0,1.0,100.0,22491.0,69.0,1.3478260869565217,3.3247117829817516,0.0,0.0,1.0,1.0,25.0,69.0,788650.0434782609,690332.5023672082,89810.0,297252.0,414260.0,1739283.0,1906512.0,69.0,2.463768115942029,1.500781268548912,1.0,1.0,2.0,3.0,7.0,69.0,744460.6811594203,720735.3840781301,49501.0,235158.0,367017.0,1739283.0,1906512.0,69.0,3.63768115942029,2.8438324105331234,1.0,1.0,3.0,4.0,13.0,69.0,640158.3623188406,788924.8179943641,21792.0,61847.0,130635.0,1739283.0,1906512.0,69.0,6.0144927536231885,5.473177251305811,1.0,1.0,5.0,8.0,22.0
pputida,179.0,6045553.0726256985,472918.9998583271,4596354.0,5768134.0,6078430.0,6299674.0,7467685.0,179.0,98.3072625698324,177.21665310565484,1.0,2.0,64.0,126.0,1623.0,179.0,1669040.9021229052,2480396.3978819023,3278.46,47984.619999999995,90171.42,3003021.5,6870827.0,179.0,2481784.7262569834,2610386.400091244,37533.0,373074.5,714070.0,5769982.0,6870827.0,179.0,1366573.87150838,2525816.1089092293,200.0,301.0,1026.0,108910.5,6870827.0,179.0,1734.6424581005588,10775.407157018964,0.0,0.0,0.0,1.5,126545.0,179.0,15.139664804469273,56.74828653453877,0.0,0.0,0.0,1.0,423.0,179.0,2285269.446927374,2742628.7184708645,6320.0,111881.0,324107.0,5769982.0,6870827.0,179.0,13.949720670391061,28.34484154226952,1.0,1.0,7.0,17.0,250.0,179.0,2233718.932960894,2771827.2441219552,4034.0,70377.5,219896.0,5769982.0,6870827.0,179.0,24.70949720670391,51.99896789461623,1.0,1.0,11.0,31.0,463.0,179.0,2003931.5083798883,2757926.5792269944,1819.0,31715.5,88219.0,5743085.5,6870827.0,179.0,44.03351955307262,93.95790950083911,1.0,1.0,19.0,56.0,839.0
psalmonis,84.0,3462029.1071428573,204364.6445659196,2805478.0,3387938.0,3489398.0,3515652.5,4149824.0,84.0,32.726190476190474,103.78306280444664,2.0,5.0,5.0,5.0,540.0,84.0,658696.6174999999,249615.27144107097,5669.57,660502.7000000001,693140.0,703112.8,1661902.0,84.0,2956101.404761905,805361.6821445216,59816.0,3130896.5,3171289.5,3194912.0,3575377.0,84.0,32161.154761904763,22581.784143336463,221.0,23952.0,33277.0,33548.25,158589.0,84.0,2335.035714285714,21346.543263204592,0.0,0.0,0.0,0.0,195650.0,84.0,6.440476190476191,34.52582452030154,0.0,0.0,0.0,0.0,249.0,84.0,2951131.5833333335,823224.1281563608,12340.0,3130896.5,3171289.5,3194912.0,3575377.0,84.0,4.440476190476191,12.982241058578476,1.0,1.0,1.0,1.0,63.0,84.0,2950542.285714286,825346.4460062492,7263.0,3130896.5,3171289.5,3194912.0,3575377.0,84.0,7.857142857142857,25.858345746594658,1.0,1.0,1.0,1.0,122.0,84.0,2472871.119047619,1274418.8368604651,2656.0,3045607.25,3146971.0,3192770.5,3337236.0,84.0,14.892857142857142,51.605551643336604,1.0,1.0,1.0,1.0,240.0
ranatipestifer,78.0,2209270.871794872,111099.50786398521,1992925.0,2128379.25,2166816.5,2285802.0,2583112.0,78.0,43.3974358974359,47.73774126822446,1.0,23.25,34.5,48.5,268.0,78.0,439412.4371794871,828652.1947909406,9007.3,44674.36,62784.57,95120.4075,2509140.0,78.0,811050.7435897436,715958.885172657,52114.0,423505.0,528459.0,789233.5,2573364.0,78.0,375554.25641025644,845194.522912989,202.0,235.0,485.5,574.5,2509140.0,78.0,355.5769230769231,1600.1223696649256,0.0,0.0,0.0,81.25,12864.0,78.0,2.6538461538461537,6.732026427471881,0.0,0.0,0.0,2.75,44.0,78.0,592202.4615384615,800349.326737381,17082.0,202719.25,216575.5,404940.75,2573364.0,78.0,5.17948717948718,8.010939905851133,1.0,2.0,3.0,4.0,42.0,78.0,522374.03846153844,829629.0344523877,9957.0,99472.5,137867.0,243419.75,2573364.0,78.0,9.102564102564102,14.782043989544361,1.0,4.0,6.0,7.0,79.0,78.0,462709.858974359,855520.2595150929,4839.0,46887.25,62278.5,148262.5,2573364.0,78.0,16.294871794871796,26.974306666033513,1.0,6.25,11.0,13.0,143.0
sagalactiae,1358.0,2105458.494108984,80714.67171534573,1682287.0,2050211.0,2093531.5,2152717.0,2463099.0,1358.0,55.88880706921944,51.68097114112215,1.0,24.0,38.0,70.0,386.0,1358.0,191814.12820324005,499904.91244831606,5363.48,30011.24,54613.265,87342.5575,2275139.0,1358.0,453709.3998527246,510088.13908493344,30472.0,203591.0,288122.0,461488.25,2282777.0,1358.0,130663.40206185567,506701.9398824113,105.0,223.0,537.0,2020.75,2275139.0,1358.0,693.3674521354934,15212.144478240218,0.0,0.0,0.0,0.0,506767.0,1358.0,1.8240058910162003,9.276436555686,0.0,0.0,0.0,0.0,194.0,1358.0,288982.2673048601,541676.407800696,7602.0,74473.75,113655.5,181716.0,2282777.0,1358.0,8.033136966126657,7.086345492328385,1.0,4.0,6.0,9.0,89.0,1358.0,234740.76877761414,550342.610141012,5083.0,47236.5,73008.5,91857.75,2282777.0,1358.0,14.185567010309278,12.639938490185322,1.0,7.0,11.0,16.0,162.0,1358.0,183003.44329896907,535925.7462607719,2930.0,19541.75,36440.5,54409.75,2282777.0,1358.0,25.644329896907216,23.427732864342875,1.0,13.0,19.0,29.0,275.0
sbovisequinus_complex_sbsec,46.0,1887542.5217391304,115068.50759298695,1490328.0,1830943.75,1882679.5,1931006.5,2311542.0,46.0,16.73913043478261,34.61048959980433,1.0,5.25,10.5,18.75,238.0,46.0,481161.15478260873,643730.4376861381,6261.88,103314.0525,178297.025,352686.225,1936555.0,46.0,1131262.6304347827,579171.1705227799,34764.0,646950.75,1010531.5,1533264.5,2074978.0,46.0,296691.3043478261,682328.9931128162,212.0,1051.75,1249.0,8092.5,1936555.0,46.0,7175.282608695652,33919.36091750095,0.0,0.0,5.0,1098.0,227994.0,46.0,15.369565217391305,74.90775325414948,0.0,0.0,0.5,1.0,507.0,46.0,1024311.5,680460.175928181,8383.0,457710.0,1010531.5,1533264.5,2074978.0,46.0,2.869565217391304,7.637942409524159,1.0,1.0,1.0,2.0,53.0,46.0,897982.3913043478,767169.6329007896,5037.0,158778.25,669112.0,1533264.5,2074978.0,46.0,4.804347826086956,14.235510473955834,1.0,1.0,2.0,4.0,98.0,46.0,490728.32608695654,751028.6019060661,2896.0,63414.0,107603.5,274172.75,2066806.0,46.0,8.73913043478261,25.80304442210793,1.0,2.25,4.0,7.0,178.0
scanis,20.0,2126816.4,115959.39261446564,1901156.0,2039875.5,2107373.5,2184550.75,2408692.0,20.0,37.05,41.71012120009142,1.0,1.75,37.0,51.5,159.0,20.0,731269.8354999999,927582.4334252846,15149.01,40199.425,54881.055,1370663.75,2267856.0,20.0,1023571.35,964851.3520863568,107873.0,236781.0,347989.0,2145843.0,2267856.0,20.0,542112.65,960549.1122652751,240.0,566.25,670.5,530124.5,2267856.0,20.0,131.5,236.97024019239655,0.0,0.0,1.0,122.5,789.0,20.0,3.45,6.286786477249433,0.0,0.0,0.5,4.5,25.0,20.0,938659.85,1033956.2634820262,55591.0,109763.75,155300.0,2145843.0,2267856.0,20.0,4.8,4.047091223140523,1.0,1.0,5.0,7.0,16.0,20.0,915362.95,1053374.5369333876,27263.0,69811.25,92507.5,2145843.0,2267856.0,20.0,8.0,7.497367959210051,1.0,1.0,8.5,12.0,29.0,20.0,885791.35,1077680.8223853116,11933.0,25781.0,39234.5,2145843.0,2267856.0,20.0,14.6,14.716263827909296,1.0,1.0,16.0,21.25,56.0
schromogenes,127.0,2351457.0157480314,85190.77539963013,2211516.0,2296431.0,2322159.0,2383522.5,2555550.0,127.0,80.7244094488189,61.10837071039155,2.0,41.5,66.0,94.0,321.0,127.0,66507.57299212598,152907.1932778992,7168.98,25020.125,37021.96,58175.655,1197287.0,127.0,432952.6771653543,429854.1547852861,52729.0,177279.0,288808.0,489528.0,2351540.0,127.0,903.4566929133858,4620.635297411065,200.0,216.5,239.0,255.0,43034.0,127.0,29.858267716535433,99.65223055264865,0.0,0.0,0.0,0.0,626.0,127.0,0.2992125984251969,0.63389649936209,0.0,0.0,0.0,0.0,3.0,127.0,275085.7716535433,442759.74098070903,14148.0,64493.0,141795.0,238001.0,2351540.0,127.0,9.755905511811024,9.525834992716462,1.0,4.0,6.0,11.0,47.0,127.0,151770.8503937008,351864.4968445719,8787.0,42781.5,85955.0,134229.0,2351540.0,127.0,17.283464566929133,17.297076382833485,1.0,7.0,11.0,20.0,89.0,127.0,92060.27559055119,350261.92613613897,3684.0,19082.5,32283.0,50553.0,2351540.0,127.0,31.30708661417323,31.981272250774406,1.0,13.0,19.0,36.0,167.0
sdysgalactiae_equisimilis,116.0,2165755.5,92639.34821572732,1955954.0,2107326.25,2161293.5,2208393.0,2515860.0,116.0,51.43103448275862,56.47426872909252,1.0,1.0,59.0,77.75,283.0,116.0,732975.4132758622,937828.4726353828,8135.68,27016.752500000002,35509.55,2102830.0,2432570.0,116.0,1041526.9051724138,995534.8427914558,87724.0,175630.75,248938.0,2179814.75,2432570.0,116.0,589204.9655172414,977297.3345396093,201.0,511.5,617.5,2102830.0,2432570.0,116.0,16646.318965517243,66190.06074756951,0.0,0.0,0.0,4.0,341550.0,116.0,11.017241379310345,40.128485547349506,0.0,0.0,0.0,1.0,233.0,116.0,971292.5603448276,1054442.1678387378,27898.0,63423.0,87340.5,2179814.75,2432570.0,116.0,6.853448275862069,5.610943205751678,1.0,1.0,8.0,11.0,25.0,116.0,956394.4655172414,1067043.9395081643,18042.0,42426.25,54156.0,2179814.75,2432570.0,116.0,11.681034482758621,10.167808654453685,1.0,1.0,14.0,20.0,44.0,116.0,942193.3620689656,1078759.863237246,2942.0,18942.75,24045.5,2179814.75,2432570.0,116.0,20.96551724137931,19.60963872779105,1.0,1.0,26.0,34.0,83.0
sepidermidis,1021.0,2522785.6767874635,106389.5569053053,1999849.0,2452317.0,2504098.0,2570646.0,2961369.0,1021.0,109.65230166503429,156.55985376485765,1.0,43.0,72.0,115.0,1709.0,1021.0,103677.4873065622,295072.1069348939,1732.81,22066.06,34998.7,57763.48,2750807.0,1021.0,449413.71400587657,591713.7491438782,15858.0,189784.0,263854.0,398456.0,2793003.0,1021.0,23601.78942213516,237370.57409297212,78.0,207.0,394.0,1001.0,2750807.0,1021.0,569.6190009794319,6083.300913864036,0.0,0.0,0.0,136.0,161547.0,1021.0,3.209598432908913,11.905063428253653,0.0,0.0,0.0,3.0,178.0,1021.0,285705.98041136144,622644.2284990413,6031.0,63987.0,95772.0,156565.0,2793003.0,1021.0,11.986287952987267,13.401778051165005,1.0,5.0,9.0,13.0,166.0,1021.0,244906.10871694417,623934.5332261473,1550.0,40496.0,65386.0,96501.0,2793003.0,1021.0,21.3026444662096,25.24308258692148,1.0,10.0,15.0,23.0,281.0,1021.0,199409.2624877571,624387.4168143413,321.0,16301.0,26124.0,42673.0,2793003.0,1021.0,40.720861900097944,57.10112671565752,1.0,17.0,27.0,42.0,754.0
sgallolyticus,29.0,2293015.9655172415,144893.54537937816,2052496.0,2178625.0,2258003.0,2368938.0,2639074.0,29.0,38.310344827586206,66.34170388885748,1.0,1.0,17.0,30.0,260.0,29.0,789286.7886206897,994321.483849483,10150.28,77740.2,139428.35,2052496.0,2493581.0,29.0,1262892.7931034483,883808.0609952019,77576.0,583716.0,795244.0,2235760.0,2493581.0,29.0,649860.4137931034,1045783.986433538,204.0,591.0,1731.0,2052496.0,2493581.0,29.0,13712.724137931034,46227.158170971736,0.0,0.0,20.0,628.0,197984.0,29.0,31.93103448275862,112.6822114984319,0.0,0.0,1.0,2.0,442.0,29.0,1143016.9310344828,977689.6985714381,26560.0,271071.0,518059.0,2235760.0,2493581.0,29.0,3.9655172413793105,6.598066592466364,1.0,1.0,2.0,3.0,32.0,29.0,1027987.7586206896,1056908.7931859405,19304.0,124883.0,277932.0,2235760.0,2493581.0,29.0,6.655172413793103,11.558163046303081,1.0,1.0,3.0,6.0,55.0,29.0,908851.2068965518,1103459.2027591937,6053.0,41646.0,67646.0,2235760.0,2493581.0,29.0,12.344827586206897,21.3228178620077,1.0,1.0,6.0,14.0,101.0
shaemolyticus,344.0,2516609.395348837,97804.2780210227,2331387.0,2455164.25,2502524.5,2553123.75,2940506.0,344.0,110.51162790697674,96.1257369220123,1.0,73.0,91.0,124.0,878.0,344.0,110012.33645348837,360303.6234271161,3063.2,20219.3175,27657.845,34614.4925,2699210.0,344.0,407614.74127906974,576800.9317909714,44676.0,175622.0,234754.5,333190.75,2715577.0,344.0,38317.36046511628,305852.6874596296,73.0,304.0,392.0,503.0,2699210.0,344.0,394.28779069767444,2567.423675207067,0.0,0.0,0.0,25.25,37406.0,344.0,8.136627906976743,48.88388629820921,0.0,0.0,0.0,2.0,739.0,344.0,248287.31104651163,608112.8098526837,10869.0,57872.0,73217.5,96498.0,2715577.0,344.0,11.462209302325581,7.653103701828012,1.0,8.0,11.0,13.25,66.0,344.0,212334.18023255814,610561.9363492158,6217.0,35708.25,42517.5,55821.5,2715577.0,344.0,20.982558139534884,14.492170938466378,1.0,14.75,20.0,24.0,128.0,344.0,181901.09011627908,615881.1657905937,664.0,14050.0,17274.0,21757.75,2715577.0,344.0,40.40988372093023,28.97154562606414,1.0,29.0,38.0,46.0,256.0
shominis,152.0,2258440.388157895,83877.65676166966,1983631.0,2207717.5,2244789.0,2289284.5,2678023.0,152.0,97.9407894736842,148.2166498030596,1.0,29.0,52.5,98.0,887.0,152.0,143005.83717105267,361284.95437077753,2803.26,23464.5325,42748.205,76444.765,2253412.0,152.0,678158.2763157894,608188.9349592909,46397.0,256992.5,425182.0,1007910.0,2338248.0,152.0,45874.23684210526,312707.1342067704,130.0,206.0,303.5,704.0,2253412.0,152.0,342.6513157894737,1004.7323933515396,0.0,0.0,31.5,418.5,9982.0,152.0,6.0,14.774687500196977,0.0,0.0,2.0,6.0,152.0,152.0,438689.4342105263,637407.8920947801,13799.0,101012.25,182580.5,425407.0,2338248.0,152.0,6.256578947368421,6.9018633730476076,1.0,2.0,4.0,7.0,49.0,152.0,340370.375,654163.6267092013,7587.0,65618.25,99932.5,151378.0,2338248.0,152.0,11.131578947368421,12.740759129101336,1.0,4.0,8.0,13.0,95.0,152.0,256365.1052631579,658114.6813426948,694.0,26321.0,37257.0,54035.75,2338248.0,152.0,21.17763157894737,23.187431504672887,1.0,9.0,14.0,23.25,178.0
smaltophilia,552.0,4671117.137681159,278658.55651177483,2689565.0,4491695.25,4687343.0,4849805.0,5536038.0,552.0,174.32246376811594,248.56262873148148,1.0,50.75,101.0,164.25,1785.0,552.0,611477.2841666666,1480525.6251648562,2890.1,28320.84,46543.854999999996,91888.015,5086181.0,552.0,909082.5072463768,1458986.4959389085,33014.0,214147.25,284444.0,532954.5,5086181.0,552.0,534661.9402173914,1493609.5307398785,101.0,206.0,294.0,609.0,5086181.0,552.0,693.3623188405797,2578.340051666155,0.0,0.0,0.0,250.5,39454.0,552.0,14.226449275362318,60.5619284349023,0.0,0.0,0.0,6.0,553.0,552.0,723381.8242753623,1510507.8446441614,5716.0,64878.0,96351.0,201976.75,5086181.0,552.0,17.63768115942029,17.49708486126354,1.0,7.75,16.0,23.0,254.0,552.0,678105.4239130435,1518704.6258059188,3669.0,41958.25,61785.5,139907.25,5086181.0,552.0,31.405797101449274,32.04469149615868,1.0,13.0,29.0,41.0,464.0,552.0,608391.9420289855,1512323.497976002,1784.0,18012.0,29305.0,63080.25,5086181.0,552.0,56.13949275362319,57.86959272671326,1.0,22.75,50.0,74.0,832.0
soralis,132.0,1967644.946969697,72514.20094657895,1792852.0,1918892.25,1964910.5,2017029.0,2167014.0,132.0,37.09848484848485,52.740450435985174,1.0,10.0,23.0,41.0,399.0,132.0,323409.35113636364,591847.6800671115,5026.93,46787.7525,86742.065,192317.19999999998,2113832.0,132.0,868517.696969697,568890.3779893667,72678.0,430624.25,729017.5,1202196.5,2113832.0,132.0,212331.00757575757,608361.8657533341,200.0,213.75,402.5,937.25,2113832.0,132.0,1570.5681818181818,5965.2442834914955,0.0,0.0,0.0,100.0,38616.0,132.0,39.96212121212121,187.55540271769266,0.0,0.0,0.0,7.25,1508.0,132.0,710775.7651515151,657961.3655264516,21839.0,208732.0,400641.5,1202196.5,2113832.0,132.0,3.3333333333333335,4.290352512548806,1.0,1.0,2.0,4.0,31.0,132.0,538309.1136363636,666405.69623328,12584.0,121219.0,231501.5,521699.25,2113832.0,132.0,5.606060606060606,8.012164011612008,1.0,2.0,4.0,6.0,58.0,132.0,351727.9696969697,653502.5502554995,5171.0,49866.5,91349.0,156260.5,2113832.0,132.0,10.045454545454545,15.066196750495319,1.0,3.0,6.0,10.25,107.0
spseudintermedius,423.0,2654213.7825059104,104453.81800231451,2457492.0,2575016.0,2642865.0,2720681.0,3039489.0,423.0,96.5130023640662,171.60246740958954,1.0,26.0,45.0,82.0,1276.0,423.0,432510.3592434988,829774.1655956345,2382.04,32512.39,58225.26,98099.345,2895060.0,423.0,860184.8699763593,971027.7995289782,38793.0,281564.5,377345.0,662028.0,2895060.0,423.0,282643.09929078014,816231.493290353,200.0,205.5,510.0,1288.0,2895060.0,423.0,86.95981087470449,355.6333323823653,0.0,0.0,0.0,0.0,4500.0,423.0,6.626477541371158,81.02531614575922,0.0,0.0,0.0,0.0,1190.0,423.0,702151.1063829787,1048552.7258729903,7070.0,123469.0,145289.0,305392.0,2895060.0,423.0,8.687943262411348,13.075682769287004,1.0,3.0,6.0,8.0,102.0,423.0,659338.718676123,1067575.2022468164,3528.0,76799.5,94715.0,176761.0,2895060.0,423.0,15.40661938534279,25.102447033609458,1.0,5.0,11.0,13.0,206.0,423.0,608049.5342789599,1080151.448391855,349.0,34976.0,40665.0,80371.5,2895060.0,423.0,30.437352245862883,56.54801444786971,1.0,11.0,19.0,24.0,463.0
ssuis,1539.0,2149344.6601689407,138893.22082576432,1710452.0,2050768.5,2106098.0,2215032.0,2673027.0,1539.0,94.8414554905783,139.45712904722166,1.0,31.0,58.0,98.5,1247.0,1539.0,134831.7626185835,426440.13381087943,2024.53,22577.065000000002,35749.88,66081.515,2538894.0,1539.0,359268.89018843404,414726.2668365544,38649.0,180629.5,301839.0,368814.5,2577759.0,1539.0,88892.27615334633,427958.2931813134,89.0,200.0,292.0,417.0,2538894.0,1539.0,607.2118258609487,8670.517848435704,0.0,0.0,0.0,10.0,257053.0,1539.0,4.101364522417154,22.764443494267724,0.0,0.0,0.0,2.0,516.0,1539.0,215696.23131903834,437323.29105631914,9865.0,66170.0,116048.0,170387.0,2577759.0,1539.0,8.44119558154646,6.4373255376831695,1.0,4.0,6.0,11.0,59.0,1539.0,165197.60298895388,443798.93203950446,5683.0,41774.5,75233.0,88969.0,2577759.0,1539.0,15.010396361273555,11.519583417749024,1.0,8.0,11.0,19.0,109.0,1539.0,132421.25341130604,449624.3508631467,358.0,18893.5,33916.0,45530.5,2577759.0,1539.0,28.75438596491228,30.700122180247813,1.0,14.0,18.0,34.0,395.0
suberis,68.0,1922953.9264705882,52506.64909858252,1832555.0,1892034.0,1924726.0,1954992.75,2149440.0,68.0,23.08823529411765,16.499421332338276,1.0,13.0,19.0,30.25,96.0,68.0,222969.99558823532,442329.67488103756,22390.0,63250.302500000005,101196.87,143177.72999999998,2024265.0,68.0,748152.75,428411.80841897574,200755.0,487985.0,623162.5,817476.75,2024265.0,68.0,114271.82352941176,457411.37762268743,216.0,375.0,427.0,508.5,2024265.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,557451.2794117647,508465.71757897286,79888.0,207598.25,411315.5,550849.0,2024265.0,68.0,2.573529411764706,1.6144513089507477,1.0,2.0,2.0,3.0,9.0,68.0,347252.89705882355,507470.1666577808,50598.0,118661.75,193388.5,244409.0,2024265.0,68.0,4.455882352941177,2.8464894510445338,1.0,3.0,4.0,5.25,15.0,68.0,241205.38235294117,532390.2526527627,21395.0,54448.25,76118.0,90253.25,2024265.0,68.0,8.0,5.330845190751762,1.0,5.0,6.0,11.0,28.0
szooepidemicus,58.0,2106747.5862068967,65466.59817787745,1965784.0,2055648.25,2108768.0,2147842.0,2310250.0,58.0,54.03448275862069,50.751187184192645,1.0,1.0,62.0,82.75,199.0,58.0,752334.5794827587,964755.9713594646,10289.29,25521.142499999998,34126.765,2064809.0,2284597.0,58.0,906006.7413793104,972374.9799570153,85374.0,118959.0,182057.0,2094151.0,2284597.0,58.0,659596.6551724138,990772.8787579245,331.0,535.75,1036.5,2064809.0,2284597.0,58.0,743.1551724137931,5577.393407418301,0.0,0.0,0.0,0.0,42485.0,58.0,1.1724137931034482,6.702023603895678,0.0,0.0,0.0,0.0,50.0,58.0,858589.6896551724,1010421.8581808399,24181.0,53776.5,64264.5,2094151.0,2284597.0,58.0,9.362068965517242,7.848786420578794,1.0,1.0,10.5,14.0,29.0,58.0,832204.9827586206,1022211.5220948773,15056.0,33386.25,46242.0,2094151.0,2284597.0,58.0,15.810344827586206,13.966698358484821,1.0,1.0,17.5,23.75,52.0,58.0,818237.551724138,1032896.9267725344,6907.0,15487.25,23442.0,2094151.0,2284597.0,58.0,27.275862068965516,24.91021991595704,1.0,1.0,32.0,41.75,93.0
tpallidum,86.0,1139611.1279069767,1997.3681730570981,1131257.0,1139146.5,1139488.0,1139639.0,1152139.0,86.0,11.674418604651162,46.49742354923363,1.0,1.0,1.0,1.0,276.0,86.0,1073616.6793023257,266321.03455066326,4162.01,1139138.25,1139434.0,1139588.5,1140481.0,86.0,1076533.8953488371,254632.50085472217,27718.0,1139138.25,1139434.0,1139588.5,1140481.0,86.0,1073172.1744186047,268117.9261822806,303.0,1139138.25,1139434.0,1139588.5,1140481.0,86.0,3986.1279069767443,18303.723451348564,0.0,60.0,247.5,465.0,123938.0,86.0,19.976744186046513,62.72929266847133,0.0,1.0,6.0,7.0,412.0,86.0,1074100.8720930233,264379.96955508593,7014.0,1139138.25,1139434.0,1139588.5,1140481.0,86.0,2.7906976744186047,7.927786248483343,1.0,1.0,1.0,1.0,49.0,86.0,1073734.6860465116,265847.99045736255,4407.0,1139138.25,1139434.0,1139588.5,1140481.0,86.0,4.372093023255814,14.898911536735834,1.0,1.0,1.0,1.0,90.0,86.0,1073389.8953488371,267237.214042595,1941.0,1139138.25,1139434.0,1139588.5,1140481.0,86.0,7.232558139534884,27.65530453047029,1.0,1.0,1.0,1.0,170.0
vcholerae,1476.0,4025094.2073170734,95406.50457562464,3644171.0,3970413.5,4025108.5,4058071.5,4824729.0,1476.0,121.04878048780488,134.97719201633097,1.0,65.75,93.0,130.0,1514.0,1476.0,192174.28293360435,525340.251302692,2885.22,30871.2525,43179.67999999999,60628.51,4077462.0,1476.0,692843.1043360434,697284.4473371999,28484.0,379875.0,515835.0,668600.25,4077462.0,1476.0,78018.13956639566,318543.49698603863,78.0,208.0,385.5,1011.0,4077462.0,1476.0,3744.3441734417343,32501.26292425103,0.0,0.0,1.0,312.25,603120.0,1476.0,25.66869918699187,86.72720134705823,0.0,0.0,1.0,18.0,1204.0,1476.0,425979.2987804878,748150.389119702,5535.0,146032.0,207857.5,273598.25,4077462.0,1476.0,9.401761517615176,12.577913260143662,1.0,5.0,7.0,9.0,225.0,1476.0,342030.1551490515,746434.5836194016,3332.0,88876.75,132086.0,176141.75,4077462.0,1476.0,16.62059620596206,23.380500841010676,1.0,9.0,11.0,16.0,410.0,1476.0,135734.337398374,320528.4810384673,1294.0,34562.25,55796.0,75682.0,4077462.0,1476.0,30.745934959349594,44.833384395398895,1.0,16.0,20.0,29.0,762.0
vparahaemolyticus,1574.0,5151107.180432021,166719.37488572396,4297820.0,5058352.75,5112625.5,5205243.75,5970106.0,1574.0,230.36022871664548,304.0181833136399,2.0,53.0,103.0,267.75,1868.0,1574.0,263201.6477573062,671982.1672526485,2735.9,19548.7225,50177.845,96744.17,2760687.5,1574.0,857139.2776365947,904732.9630827382,32749.0,284604.25,639521.0,973742.0,3639425.0,1574.0,122685.00698856417,451232.2123149469,128.0,201.0,206.0,518.0,1931932.0,1574.0,22269.402795425667,112218.8991715495,0.0,0.0,0.0,0.0,697966.0,1574.0,19.82210927573062,86.8193358053032,0.0,0.0,0.0,0.0,1060.0,1574.0,563965.001270648,938569.2538238043,5908.0,84579.0,294964.0,466403.5,3639425.0,1574.0,20.507623888182973,30.896638879215317,1.0,4.0,6.0,19.0,244.0,1574.0,316851.94282083865,496565.349355628,3525.0,56377.0,168513.5,288805.0,1997247.0,1574.0,37.401524777636595,57.77609980825206,2.0,7.0,11.0,34.0,454.0,1574.0,211805.31829733163,506774.36853658693,523.0,20874.75,53529.5,87862.0,1997247.0,1574.0,72.24459974587039,111.7788231063467,2.0,14.0,22.0,65.0,868.0
